;;;;;;;;;;;;;;;;;;;;;;;
Filiale;site;n° parc GT;Categorie vehicule;Souscategorie vehicule;Date incorporation;Mode acquisition;Marque;Modele;Propriétaire;Immatriculation;Date miseenservice;Num serie;;;;;;;;;;;
GT LOGISTICS.02;PRIMAVISTA;427727;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/04/2014;Location longue durée;JUNGHEINRICH;EJE 116;JUNGHEINRICH.;;01/03/2012;98059350;;;;;;;;;;;
GT LOGISTICS.02;PRIMAVISTA;484605;GTX ENGIN DIVERS;LAVEUSE ;01/07/2010;Achat occasion;DULEVO;H507;GT LOGISTICS;;01/07/2010;H507000766;;;;;;;;;;;
GT LOGISTICS.02;PRIMAVISTA;486747;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;23/09/2016;Achat occasion;YALE;MS 10 E;GT LOGISTICS;;23/09/2016;B845T01818J;;;;;;;;;;;
GT LOGISTICS.02;PRIMAVISTA;495725;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL >16T;01/04/2014;Location longue durée;JUNGHEINRICH;EFG215;JUNGHEINRICH.;;01/03/2012;FN446127;;;;;;;;;;;
GT LOGISTICS.02;PRIMAVISTA;495726;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;01/04/2014;Location longue durée;JUNGHEINRICH;ETV112;JUNGHEINRICH.;;01/03/2012;91080933;;;;;;;;;;;
GT LOGISTICS.02;PRIMAVISTA;496758;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;01/02/2016;Location longue durée;STILL;FMX 12;GT LOGISTICS;;01/02/2016;511901F00127;;;;;;;;;;;
GT LOGISTICS.02;PRIMAVISTA;496759;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/02/2016;Location longue durée;STILL;EXU-SF 20;GT LOGISTICS;;01/02/2016;F20179F00534;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497020;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/09/2016;Mise à disposition;OMG;CHARIOT;;;01/09/2016;72693010010;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497021;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/09/2016;Mise à disposition;CHARLATTE;TE206;;;01/09/2016;2060460;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497022;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/09/2016;Mise à disposition;CHARLATTE;TE206;;;01/09/2016;2060267;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497026;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/09/2016;Mise à disposition;HYSTER;J2.5XN-717;;;01/09/2016;A276B02957K;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497027;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/09/2016;Mise à disposition;HYSTER;J2.5XN-717;;;01/09/2016;A276B02958K;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497028;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;01/09/2016;Mise à disposition;HYSTER;R2.0;;;01/09/2016;C435T08785K;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497652;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;19/11/2017;Mise à disposition;JUNGHEINRICH;P992F;;;15/03/2017;FN532392;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497653;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;14/03/2017;Mise à disposition;CHARLATTE;P60Z;;;15/03/2017;G1X126U00573;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497654;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;19/11/2017;Mise à disposition;CHARLATTE;APROLIS;;;15/03/2017;C273/TO075;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497655;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;19/11/2017;Mise à disposition;OMG;CHARIOT;;;15/03/2017;90532714;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497656;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;19/11/2017;Mise à disposition;JUNGHEINRICH;FN534172;;;15/03/2017;EFG425470DZ;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497657;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;19/11/2017;Mise à disposition;JUNGHEINRICH;6-0116G-EU;;;15/03/2017;BA145910;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690238;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173822;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690239;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173821;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690240;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173826;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690241;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173825;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690242;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173823;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690243;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;SMAN; ;;;01/09/2016;JAUNE;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690244;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;SMAN;BLEU;;;01/09/2016;BLEU;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690245;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;SMAN;BLEU;;;01/09/2016;BLEU;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690246;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/09/2016;Mise à disposition;SMAN;BLEU;;;01/09/2016;BLEU;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690255;GTX REMORQUE;REMORQUE INDUSTRIELLE;19/11/2017;Mise à disposition;PSA;SUR MESURE;;;01/01/2017;848069;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690256;GTX REMORQUE;REMORQUE INDUSTRIELLE;19/11/2017;Mise à disposition;PSA;SUR MESURE;;;01/01/2017;CU 6T 98;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496552;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;12/02/2016;Mise à disposition;FENWICK;E25;APROLIS FINANCE;;12/02/2016;5293;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496555;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;12/02/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6064;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496556;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;12/02/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6139;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496557;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;12/02/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6240;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496892;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;24/03/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6137;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496893;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;24/03/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6138;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;497647;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;30/10/2017;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;01/01/2017;6271;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;497648;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;30/10/2017;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;01/01/2017;6272;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;497916;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;06/06/2018;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;01/01/2015;6239;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;497917;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;06/06/2018;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;01/01/2017;6278;;;;;;;;;;;
GT LOGISTICS.03;AIA;406409;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/06/2015;Achat neuf;BT;SPE160L;GT LOGISTICS.03;;06/01/2016;6384235;;;;;;;;;;;
GT LOGISTICS.03;AIA;406410;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/06/2015;Achat neuf;BT;SPE160L;GT LOGISTICS.03;;06/01/2016;6384815;;;;;;;;;;;
GT LOGISTICS.03;AIA;406411;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/06/2015;Achat neuf;BT;SPE160L;GT LOGISTICS.03;;06/01/2016;6384236;;;;;;;;;;;
GT LOGISTICS.03;AIA;406412;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/06/2015;Achat neuf;BT;8FBET16;GT LOGISTICS.03;;06/01/2016;8FBMT16-12023;;;;;;;;;;;
GT LOGISTICS.03;AIA;406413;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/06/2015;Achat neuf;BT;8FBET16;GT LOGISTICS.03;;06/01/2016;8FBMT16-12022;;;;;;;;;;;
GT LOGISTICS.03;AIA;406414;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/06/2015;Achat neuf;BT;8FBET16;GT LOGISTICS.03;;06/01/2016;8FBMT16-12021;;;;;;;;;;;
GT LOGISTICS.03;AIA;406449;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/01/2016;Achat neuf;BT;SWE080L;GT LOGISTICS.03;;01/01/2016;6404631;;;;;;;;;;;
GT LOGISTICS.03;AIA;406450;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;11/01/2016;Achat neuf;BT;8FDF50;GT LOGISTICS.03;;06/01/2016;40-8FD50N-10329;;;;;;;;;;;
GT LOGISTICS.03;AIA;406451;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;01/06/2015;Achat neuf;BT;8FDF30;GT LOGISTICS.03;;06/01/2016;8FDJF35-61102;;;;;;;;;;;
GT LOGISTICS.03;AIA;406452;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;06/01/2016;Achat neuf;BT;LWE160;GT LOGISTICS.03;;06/01/2016;640208;;;;;;;;;;;
GT LOGISTICS.03;AIA;406726;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;27/07/2016;Achat neuf;BT;SWE080L;GT LOGISTICS.03;;30/06/2016;6438025;;;;;;;;;;;
GT LOGISTICS.03;AIA;486448;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;01/06/2015;Achat occasion;BT;RRE140;GT LOGISTICS.03;;01/06/2015;6120387;;;;;;;;;;;
GT LOGISTICS.03;CEA GRENOBLE;486645;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL >16T;15/04/2016;Achat occasion;FENWICK;E16;GT LOGISTICS.03;;15/04/2016;H2X386A00412;;;;;;;;;;;
GT LOGISTICS.03;CEA GRENOBLE;486646;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL >16T;15/04/2016;Achat occasion;FENWICK;E20;GT LOGISTICS.03;;15/04/2016;a renseigner;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487721;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;FENWICK;T18;GT LOGISTICS.03;;01/01/2004;a renseigner;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487722;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;JUNGEINRICH;A RENSEIGNER;GT LOGISTICS.03;;01/01/2004;82127634;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487723;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;JUNGEINRICH;EJC14;GT LOGISTICS.03;;01/01/2004;90029597;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487724;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;CROW;WP2320;GT LOGISTICS.03;;01/01/2004;5A331803;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487725;GTX ENGIN MAGASINAGE;PREPARATEUR COMMANDE;01/08/2017;Achat occasion;FENWICK;V08-02;GT LOGISTICS.03;;01/01/2004;a renseigner;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487726;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;CROW;WP2320;GT LOGISTICS.03;;01/01/2004;5A331804;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487727;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;JUNGEINRICH;ELE20;GT LOGISTICS.03;;01/01/2004;90018757;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487728;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;FENWICK;T18;GT LOGISTICS.03;;01/01/2004;WAX360RO7935;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487729;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;JUNGEINRICH;ELE20;GT LOGISTICS.03;;01/01/2004;82294629;;;;;;;;;;;
GT LOGISTICS.03;EINEA;487730;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/08/2017;Achat occasion;JUNGEINRICH;EJE118;GT LOGISTICS.03;;01/01/2004;90278750;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486517;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 5T<>=9T;24/12/2015;Achat occasion;FENWICK;E50;GT LOGISTICS.03;;01/03/2012;H2X388C0052;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486518;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;24/12/2015;Achat occasion;FENWICK;R16S;GT LOGISTICS.03;;01/04/2012;H2X115C00677;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486519;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;24/12/2015;Achat occasion;FENWICK;R16S;GT LOGISTICS.03;;10/03/2012;H2X115C00336;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486520;GTX ENGIN MAGASINAGE;TRANSPALETTE PREPARATEUR DE COMMANDE;24/12/2015;Achat occasion;FENWICK;N20L;GT LOGISTICS.03;;01/04/2012;W4X132C00667;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486521;GTX ENGIN MAGASINAGE;TRANSPALETTE PREPARATEUR DE COMMANDE;24/12/2015;Achat occasion;FENWICK;N20L;GT LOGISTICS.03;;01/04/2012;W4X132C00669;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486522;GTX ENGIN MAGASINAGE;TRANSPALETTE PREPARATEUR DE COMMANDE;24/12/2015;Achat occasion;FENWICK;T20SP;GT LOGISTICS.03;;19/03/2012;W4X131C01460;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486523;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL >16T;15/03/2016;Achat occasion;FENWICK;E16C;GT LOGISTICS.03;;01/04/2007;H2X386U03760;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486524;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;15/03/2016;Achat occasion;FENWICK;L12;GT LOGISTICS.03;;01/04/2011;711172B07615;;;;;;;;;;;
GT LOGISTICS.03;GRTGaz;486525;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;15/03/2016;Achat occasion;FENWICK;T20SP;GT LOGISTICS.03;;01/04/2008;W4X131W02589;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407899;GTX ENGIN MAGASINAGE;CHARIOT FRONTAL ELECTRIQUE;17/05/2018;Achat neuf;TOYOTA;8FBE15T;GT LOGISTICS.03;;01/04/2018;8FBE15T-13377;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407900;GTX ENGIN MAGASINAGE;CHARIOT RETRACTABLE;12/06/2018;Achat neuf;TOYOTA;RRE140H;GT LOGISTICS.03;;01/06/2018;6589936;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407901;GTX ENGIN MAGASINAGE;CHARIOT RETRACTABLE;12/06/2018;Achat neuf;TOYOTA;RRE140H;GT LOGISTICS.03;;02/06/2018;6589938;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407902;GTX ENGIN MAGASINAGE;CHARIOT RETRACTABLE;12/06/2018;Achat neuf;TOYOTA;RRE140H;GT LOGISTICS.03;;03/06/2018;6589937;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407903;GTX ENGIN MAGASINAGE;PREPARATEUR AU SOL ELECTRIQUE;17/05/2018;Achat neuf;TOYOTA;OSE250;GT LOGISTICS.03;;01/04/2018;6582941;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407904;GTX ENGIN MAGASINAGE;PREPARATEUR AU SOL ELECTRIQUE;17/05/2018;Achat neuf;TOYOTA;OSE250;GT LOGISTICS.03;;01/04/2018;6582942;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407905;GTX ENGIN MAGASINAGE;PREPARATEUR AU SOL ELECTRIQUE;17/05/2018;Achat neuf;TOYOTA;OSE250;GT LOGISTICS.03;;01/04/2018;6582940;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407906;GTX ENGIN MAGASINAGE;PREPARATEUR A NACELLE ELEVABLE ELECTRIQUE;17/05/2018;Achat neuf;TOYOTA;OSE100;GT LOGISTICS.03;;01/04/2018;6582939;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407907;GTX ENGIN MAGASINAGE;PREPARATEUR A NACELLE ELEVABLE ELECTRIQUE;17/05/2018;Achat neuf;TOYOTA;OSE100;GT LOGISTICS.03;;01/04/2018;6582938;;;;;;;;;;;
GT LOGISTICS.03;HUTCHINSON;407908;GTX ENGIN MAGASINAGE;Gerbeurs accompagnant;18/06/2018;Achat neuf;TOYOTA;SPE200DN;GT LOGISTICS.03;;01/04/2018;6589927;;;;;;;;;;;
GT LOGISTICS.03;IMECA;497717;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/12/2017;Mise à disposition;STILL;R20-20;IMECA;;01/01/2011;516215B00862;;;;;;;;;;;
GT LOGISTICS.03;IMECA;497718;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/12/2017;Mise à disposition;STILL;R20-20;IMECA;;01/01/2011;516215B00880;;;;;;;;;;;
GT LOGISTICS.03;IMECA;497719;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;01/12/2017;Mise à disposition;FENWICK;L10;IMECA;;01/01/1997;379H04338910;;;;;;;;;;;
GT LOGISTICS.03;IMECA;497720;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;01/12/2017;Mise à disposition;CATERPILLAR;M120D;IMECA;;01/01/1991;4AJ00092;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;400324;GTX ENGIN DIVERS;LAVEUSE ;01/04/2007;Achat neuf;NILKFISK;BR1300S;GT LOGISTICS (non fact);;01/04/2007;N1961737;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;405085;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;01/08/2011;Achat neuf;FENWICK;R20;GT LOGISTICS.03;;01/08/2011;H2X115B01462;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495244;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;18/09/2012;Location longue durée;BT;LPE240 LONGUES FOURCHES;TOYOTA MATERIAL HANDLING;;18/09/2012;6219393;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495245;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;18/09/2012;Location longue durée;BT;LPE240 LONGUES FOURCHES;TOYOTA MATERIAL HANDLING;;18/09/2012;6219394;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495310;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;18/02/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;18/02/2013;6240086;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495469;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;06/08/2013;Location longue durée;BT;OSE250;TOYOTA MATERIAL HANDLING;;06/08/2013;6265204/2013;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495470;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;06/08/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;06/08/2013;6265850/2013;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495471;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;06/08/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;06/08/2013;6266273/2013;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495473;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;06/08/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;06/08/2013;6265377/2013;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495494;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;10/09/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/09/2013;6268410;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495495;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;10/09/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/09/2013;6268411;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495686;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;10/01/2014;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/01/2014;6286357;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495687;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;10/01/2014;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/01/2014;6286356;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495689;GTX ENGIN BTP;NACELLE;10/01/2014;Location longue durée;BT;NACELLE;TOYOTA MATERIAL HANDLING;;10/01/2014;6266468;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495690;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/01/2017;Location longue durée;BT;LPE240;;;06/08/2016;6286544;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495691;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/01/2017;Location longue durée;BT;LPE240;;;06/08/2016;6286545;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495692;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/01/2017;Location longue durée;BT;LPE240;;;06/08/2016;6286546;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;495817;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;04/07/2014;Location longue durée;BT;OSE250;TOYOTA MATERIAL HANDLING;;04/07/2014;6286245;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;496086;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/01/2017;Location longue durée;BT;LPE240;;;06/08/2016;6286547;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;496087;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/01/2017;Location longue durée;BT;LPE240;;;06/08/2016;6286548;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;496088;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;01/01/2017;Location longue durée;BT;LPE240;;;06/08/2016;6286549;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;497487;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;04/12/2017;Location longue durée;BT;SPE200;TOYOTA MATERIAL HANDLING;;01/01/2017;6544072;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;497488;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;04/12/2017;Location longue durée;BT;SPE200;TOYOTA MATERIAL HANDLING;;01/01/2017;6544071;;;;;;;;;;;
GT LOGISTICS.03;NAPALI;497658;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;31/10/2016;Location longue durée;TOYOTA;8FBET18;;;06/08/2015;8FBE18T-10620 ;;;;;;;;;;;
GT LOGISTICS.03;PSA Versailles;497618;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;03/01/2018;Mise à disposition;STILL;R60-25;;;03/01/2018;516043002114;;;;;;;;;;;
GT LOGISTICS.03;PSA Versailles;497619;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;03/01/2018;Mise à disposition;STILL;R50-15 SAXBY;;;03/01/2018;50344676;;;;;;;;;;;
