;;;;;;;;;;;;;;;;;;;;;;;
Filiale;site;n° parc GT;Categorie vehicule;Souscategorie vehicule;Date incorporation;Mode acquisition;Marque;Modele;Propriétaire;Immatriculation;Date miseenservice;Num serie;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;487666;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/06/2016;Achat occasion;BT;SWE080L;;;01/01/2014;6209613;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;487667;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;01/06/2016;Achat occasion;BT;SWE120;;;01/01/2014;6517153;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;487668;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;01/06/2016;Achat occasion;BT;SWE120;;;01/01/2014;6517879;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497006;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;13/01/2016;Location longue durée;BT;8FBET15;;;01/01/2016;17095;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497007;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;13/01/2016;Location longue durée;BT;8FBET15;;;01/01/2016;17088;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497008;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;13/01/2016;Location longue durée;BT;RRE140;;;01/01/2016;6409389;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497009;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;13/02/2016;Location longue durée;BT;LPE200;;;01/01/2016;6402107;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497011;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/01/2016;Location longue durée;BT;SWE080L;;;01/01/2016;6401954;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497012;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/01/2016;Location longue durée;BT;SWE080L;;;01/01/2016;6401955;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497013;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;04/03/2016;Location longue durée;BT;SPE140L;;;01/01/2016;6407511;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497014;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;04/03/2016;Location longue durée;BT;SPE200;;;01/01/2016;6409356;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TLSE;497910;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;13/02/2016;Location longue durée;BT;LPE200;;;01/01/2016;6401894;;;;;;;;;;;
GT LOGISTICS.06;POULT;406765;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;24/08/2016;9119962;;;;;;;;;;;
GT LOGISTICS.06;POULT;406766;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;24/08/2016;9119963;;;;;;;;;;;
GT LOGISTICS.06;POULT;406767;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;24/08/2016;9119964;;;;;;;;;;;
GT LOGISTICS.06;POULT;406768;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;24/08/2016;9119965;;;;;;;;;;;
GT LOGISTICS.06;POULT;406769;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR RETRACTABLE;04/10/2016;Achat neuf;JUNGHEINRICH;ETV 214;GT LOGISTICS.06;;25/08/2016;9119966;;;;;;;;;;;
GT LOGISTICS.06;POULT;406770;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;04/10/2016;Achat neuf;JUNGHEINRICH;EFG 216 K;GT LOGISTICS.06;;01/09/2016;FN524197;;;;;;;;;;;
GT LOGISTICS.06;POULT;406771;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;04/10/2016;Achat neuf;JUNGHEINRICH;ERE 225;GT LOGISTICS.06;;30/07/2016;9815771;;;;;;;;;;;
GT LOGISTICS.06;POULT;406772;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;04/10/2016;Achat neuf;JUNGHEINRICH;ERE 225;GT LOGISTICS.06;;03/09/2016;98154609;;;;;;;;;;;
GT LOGISTICS.06;POULT;406773;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;04/10/2016;Achat neuf;JUNGHEINRICH;ERE 225;GT LOGISTICS.06;;03/09/2016;98151772;;;;;;;;;;;
GT LOGISTICS.06;POULT;406774;GTX ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;04/10/2016;Achat neuf;JUNGHEINRICH;ERE 225;GT LOGISTICS.06;;03/09/2016;98154612;;;;;;;;;;;
GT LOGISTICS.06;POULT;406775;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;04/10/2016;Achat neuf;JUNGHEINRICH;ERC 212;GT LOGISTICS.06;;03/08/2016;90504260;;;;;;;;;;;
GT LOGISTICS.06;POULT;406776;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;04/10/2016;Achat neuf;JUNGHEINRICH;ERC 212;GT LOGISTICS.06;;03/08/2016;90504261;;;;;;;;;;;
GT LOGISTICS.06;POULT;407650;GTX ENGIN MAGASINAGE;AUTO PALET MOVER;03/11/2017;Achat neuf;JUNGHEINRICH;ERE 225 APM;GT LOGISTICS.06;;03/11/2017;91606109;;;;;;;;;;;
GT LOGISTICS.06;POULT;407651;GTX ENGIN MAGASINAGE;AUTO PALET MOVER;03/11/2017;Achat neuf;JUNGHEINRICH;ERE 225 APM;GT LOGISTICS.06;;03/11/2017;91606110;;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497918;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;16/02/2018;Mise à disposition;CATERPILLAR ;GP25NTD ;;;non communiqué;CT17E-53774;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497919;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;16/02/2018;Mise à disposition;CATERPILLAR;GP25NTD ;;;non communiqué;CT17E-53776;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497920;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;16/02/2018;Mise à disposition;CATERPILLAR;GP50NTD ;;;non communiqué;CT33D-50011;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497921;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;16/02/2018;Mise à disposition;CATERPILLAR;GP50NTD ;;;non communiqué;CT33D-50010;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497922;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;16/02/2018;Mise à disposition;CATERPILLAR;KBO POR0130 ;;;non communiqué;POR309350;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497923;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;16/02/2018;Mise à disposition;CATERPILLAR;KBO POR0130 ;;;non communiqué;POR309351;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497924;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;16/02/2018;Mise à disposition;CATERPILLAR;KBO POR0264 ;;;non communiqué;POR309353;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497925;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;16/02/2018;Mise à disposition;CATERPILLAR;KBO PRO0264 ;;;non communiqué;POR309352;Pas de convention;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;201697;GTX REMORQUE;REMORQUE INDUSTRIELLE;17/11/1998;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS;;29/06/2004;490-04-01;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400225;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/04/2005;Achat neuf;FENWICK;E12;GT LOGISTICS;;01/04/2005;H2X324S00288;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400226;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/04/2005;Achat neuf;FENWICK;E14;GT LOGISTICS.01;;01/04/2005;H2X335S01432;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400227;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 2.5T<>=5T;01/04/2005;Achat neuf;FENWICK;H35;GT LOGISTICS;;01/04/2005;H2X393S00815;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400229;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/04/2005;Achat neuf;FENWICK;L10;GT LOGISTICS.01;;01/04/2005;W4X379S01093;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400230;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;01/04/2005;Achat neuf;FENWICK;L10;GT LOGISTICS.01;;01/04/2005;W4X379S01008;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400237;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;14/04/2005;Achat neuf;FENWICK;H18;GT LOGISTICS;;14/04/2005;H2X350500817;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400248;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/06/2005;Achat neuf;FENWICK;L12;GT LOGISTICS;;13/06/2005;W4X3379P03160;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400256;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;27/05/2005;Achat occasion;FENWICK;L12;GT LOGISTICS.01;;27/05/2005;W4X379L04049/2000;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400257;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/05/2005;Achat neuf;FENWICK;L16;GT LOGISTICS.01;;13/05/2005;W4X372S01361/2005;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;400293;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;12/01/2006;Achat neuf;FENWICK;E16;GT LOGISTICS (non fact);;12/01/2006;H2X335T00872;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;405080;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/11/2011;Achat neuf;STILL;RX70-20;GT LOGISTICS.01;;01/10/2011;517313B00114;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;405081;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;01/10/2011;Achat neuf;STILL;RX70-20;GT LOGISTICS.01;;01/10/2011;517313B00113;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;484638;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;18/08/2011;Achat occasion;STILL;R50;GT LOGISTICS.01;;18/08/2011;50240586;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;485329;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL =<2.5T;28/02/2013;Achat occasion;STILL;A RENSEIGNER;GT LOGISTICS.01;;02/01/2008;5162110207021;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600063;GTX REMORQUE;REMORQUE INDUSTRIELLE;13/06/2005;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS;;13/06/2005;;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600064;GTX REMORQUE;REMORQUE INDUSTRIELLE;13/06/2005;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS;;13/06/2005;;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600099;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/01/2010;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS (non fact);;01/01/2010;;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600100;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/01/2010;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS (non fact);;01/01/2010;;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600107;GTX REMORQUE;REMORQUE INDUSTRIELLE;01/01/2010;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS (non fact);;01/07/2010;440-10-03M;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497733;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;17/07/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2002;1192;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497734;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;17/07/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2002;1197;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497735;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;17/07/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2002;1199;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497736;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;17/07/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2002;1212;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497737;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;17/07/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2003;1250;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497738;GTX ENGIN TRACTION;TRACTEUR INDUSTRIEL;13/12/2017;Mise à disposition;FENWICK;PALES 220;PSA Vesoul;;01/01/2007;0773;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497739;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;PALES;E16C;PSA Vesoul;;01/01/1999;1090;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497740;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/1999;1094;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497741;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2001;1156;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497742;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2002;1163;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497743;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2002;1167;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497744;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2002;1168;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497745;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2002;1170;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497746;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;HD16;PSA Vesoul;;01/01/2002;1185;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497747;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;CATERPILLAR;EP16KT;PSA Vesoul;;01/01/2002;1206;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497748;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2003;1222;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497749;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;HYSTER;J1.60;PSA Vesoul;;01/01/2003;1243;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497750;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;CATERPILLAR;EP16KT;PSA Vesoul;;01/01/2003;1257;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497751;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;CATERPILLAR;EP16KT;PSA Vesoul;;01/01/2007;1295;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497752;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;CATERPILLAR;EP16KT;PSA Vesoul;;01/01/2008;1307;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497753;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;CATERPILLAR;EP16KT;PSA Vesoul;;01/01/2003;1329;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497754;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;CATERPILLAR;EP16KT;PSA Vesoul;;01/01/2004;1334;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497755;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2013;L1015;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497756;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2013;L1020;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497757;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2013;L1030;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497758;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2013;L1033;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497759;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2013;L1133;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497760;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;CATERPILLAR;EP16KT;PSA Vesoul;;01/01/2004;1264;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497760;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2013;L1134;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497761;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2013;L1138;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497762;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;13/12/2017;Mise à disposition;FENWICK;L12;PSA Vesoul;;01/01/2004;G02;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497763;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;13/12/2017;Mise à disposition;FENWICK;L12;PSA Vesoul;;01/01/2004;G03;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497764;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;13/12/2017;Mise à disposition;FENWICK;L12;PSA Vesoul;;01/01/2005;G05;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497765;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;13/12/2017;Mise à disposition;FENWICK;L12;PSA Vesoul;;01/01/2005;G06;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497766;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;13/12/2017;Mise à disposition;FENWICK;L12;PSA Vesoul;;01/01/2005;G07;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497767;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/12/2017;Mise à disposition;JUNGHEINRICH;EJC112;PSA Vesoul;;01/01/2009;G26;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497768;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/12/2017;Mise à disposition;JUNGHEINRICH;EJC112;PSA Vesoul;;01/01/2009;G28;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497769;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/12/2017;Mise à disposition;JUNGHEINRICH;EJC112;PSA Vesoul;;01/01/2009;G29;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497770;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/12/2017;Mise à disposition;BT;PPS1200;PSA Vesoul;;01/01/1998;G32;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497771;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/12/2017;Mise à disposition;JUNGHEINRICH;EJC110;PSA Vesoul;;01/01/2008;G43;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497772;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/12/2017;Mise à disposition;JUNGHEINRICH;EJC110;PSA Vesoul;;01/01/2008;G49;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497773;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/12/2017;Mise à disposition;JUNGHEINRICH;EJC110;PSA Vesoul;;01/01/2008;G50;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497774;GTX ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;13/12/2017;Mise à disposition;JUNGHEINRICH;EJC110;PSA Vesoul;;01/01/2008;G51;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497775;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;LIGIER;;PSA Vesoul;;01/01/2003;617;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497776;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;LIGIER;;PSA Vesoul;;01/01/2003;618;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497777;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;LIGIER;;PSA Vesoul;;01/01/2003;619;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497778;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;LIGIER;;PSA Vesoul;;01/01/2005;638;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497779;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;LIGIER;;PSA Vesoul;;01/01/2005;639;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497780;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;LIGIER;;PSA Vesoul;;01/01/2005;640;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497781;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;MASSON;;PSA Vesoul;;01/01/2008;656;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497782;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;MASSON;;PSA Vesoul;;01/01/2008;657;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497783;GTX REMORQUE;REMORQUE INDUSTRIELLE <3T5;13/12/2017;Mise à disposition;MASSON;;PSA Vesoul;;01/01/2008;658;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul pneu;497784;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;12/12/2017;Mise à disposition;FENWICK;E16;PSA Vesoul;;01/01/2017;L1153;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul pneu;497785;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;12/12/2017;Mise à disposition;FENWICK;E16;PSA Vesoul;;01/01/2017;L1155;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul pneu;497786;GTX ENGIN MAGASINAGE;CHARIOT ELEVATEUR FRONTAL =<2.5T;12/12/2017;Mise à disposition;FENWICK;H16;PSA Vesoul;;01/01/2017;L0026;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul pneu;497787;GTX CHARIOT FRONTAL;CHARIOT ELEVATEUR FRONTAL 9T<>=16T;12/12/2017;Mise à disposition;FENWICK;P250;PSA Vesoul;;01/01/2017;L8012;;;;;;;;;;;
